,high,close,low,volume,open,adjclose
1984-12-01,0.13895100355148315,0.11049100011587143,0.11049100011587143,11099804800,0.13002200424671173,0.0867333710193634
1985-03-01,0.11607100069522858,0.07756700366735458,0.07533500343561172,12122745600,0.11049100011587143,0.06088867411017418
1985-06-01,0.08258900046348572,0.06696400046348572,0.06473200023174286,10230729600,0.07589299976825714,0.052565522491931915
1985-09-01,0.09263399988412857,0.0898440033197403,0.06584800034761429,8467784904,0.06696400046348572,0.07052584737539291
1985-12-01,0.11941999942064285,0.11160700023174286,0.0859379991889,13283872000,0.0898440033197403,0.08760938793420792
1986-03-01,0.16741099953651428,0.16517899930477142,0.10825899988412857,13681068800,0.11160700023174286,0.12966246902942657
1986-06-01,0.17466500401496887,0.16517899930477142,0.13392899930477142,13398515200,0.16517899930477142,0.12966246902942657
1986-09-01,0.1841520071029663,0.17857100069522858,0.141183003783226,11768400000,0.16573700308799744,0.14017486572265625
1986-12-01,0.31863799691200256,0.3125,0.17466500401496887,19647667200,0.17857100069522858,0.24530671536922455
1987-03-01,0.3671880066394806,0.3526790142059326,0.2779020071029663,16611436800,0.313616007566452,0.27684643864631653
1987-06-01,0.484375,0.48214301466941833,0.32589301466941833,9687092800,0.3549109995365143,0.3790493905544281
1987-09-01,0.533482015132904,0.29464301466941833,0.2466520071029663,13885424000,0.4888390004634857,0.23194080591201782
1987-12-01,0.4129459857940674,0.3839290142059326,0.265625,14292331200,0.29910698533058167,0.3028850555419922
1988-03-01,0.4263390004634857,0.3705359995365143,0.33370500802993774,10818539200,0.3861609995365143,0.2928958833217621
1988-06-01,0.42410698533058167,0.3560270071029663,0.3504459857940674,8374464000,0.3705359995365143,0.28198373317718506
1988-09-01,0.3950890004634857,0.3359380066394806,0.3169640004634857,9563836800,0.3549109995365143,0.26657432317733765
1988-12-01,0.39285698533058167,0.3236609995365143,0.31473198533058167,15178172800,0.3370540142059326,0.2575100064277649
1989-03-01,0.4375,0.4263390004634857,0.29910698533058167,13079483200,0.3236609995365143,0.3401374816894531
1989-06-01,0.4486609995365143,0.3973209857940674,0.3370540142059326,10982216000,0.4263390004634857,0.3176810145378113
1989-09-01,0.4497770071029663,0.3950890004634857,0.3794640004634857,8670838400,0.3973209857940674,0.31664615869522095
1989-12-01,0.40848198533058167,0.3035709857940674,0.28683000802993774,12172574400,0.3973209857940674,0.24389800429344177
1990-03-01,0.3950890004634857,0.3683040142059326,0.296875,12314579200,0.29910698533058167,0.2968595325946808
1990-06-01,0.4263390004634857,0.33035698533058167,0.29910698533058167,11244206400,0.36941999197006226,0.26701241731643677
1990-09-01,0.34375,0.328125,0.21651799976825714,10517673600,0.32589301466941833,0.26600998640060425
1990-12-01,0.5558040142059326,0.5111610293388367,0.33035698533058167,16677180800,0.3325890004634857,0.41578221321105957
1991-03-01,0.654017984867096,0.41964301466941833,0.39285698533058167,20426492800,0.5089290142059326,0.342058926820755
1991-06-01,0.4955359995365143,0.4732140004634857,0.359375,12047806400,0.41964301466941833,0.3867127001285553
1991-09-01,0.502232015132904,0.453125,0.4151790142059326,9683094400,0.47098198533058167,0.37113192677497864
1991-12-01,0.625,0.6026790142059326,0.4330359995365143,9845326400,0.453125,0.4948112368583679
1992-03-01,0.611607015132904,0.533482015132904,0.4732140004634857,9620777600,0.6049110293388367,0.4388181269168854
1992-06-01,0.53125,0.4107140004634857,0.3705359995365143,11231024000,0.5111610293388367,0.33783477544784546
1992-09-01,0.53125,0.513392984867096,0.3705359995365143,9713636800,0.4129459857940674,0.42428058385849
1992-12-01,0.5825889706611633,0.4732140004634857,0.4598209857940674,13527864000,0.5111610293388367,0.39190784096717834
1993-03-01,0.5279020071029663,0.5055800080299377,0.4174109995365143,10776483200,0.4732140004634857,0.4196259081363678
1993-06-01,0.5200889706611633,0.23660700023174286,0.22767899930477142,18500473600,0.5044639706611633,0.19679179787635803
1993-09-01,0.3125,0.28125,0.19642899930477142,13025454400,0.23660700023174286,0.2349519431591034
1993-12-01,0.34151801466941833,0.32589301466941833,0.23660700023174286,15573465600,0.2857140004634857,0.27322426438331604
1994-03-01,0.34375,0.2611609995365143,0.24107100069522858,12661779200,0.328125,0.21974070370197296
1994-06-01,0.33370500802993774,0.32310301065444946,0.21986599266529083,14094752000,0.2544640004634857,0.2729320824146271
1994-09-01,0.390625,0.3325890004634857,0.2901790142059326,14995075200,0.3158479928970337,0.2819181978702545
1994-12-01,0.4291290044784546,0.3526790142059326,0.31026801466941833,17249243200,0.33035698533058167,0.29984667897224426
1995-03-01,0.39620500802993774,0.3710939884185791,0.3002229928970337,19056116800,0.3549109995365143,0.31637051701545715
1995-06-01,0.44754499197006226,0.3839290142059326,0.3705359995365143,16514444800,0.373883992433548,0.32822033762931824
1995-09-01,0.40625,0.3404020071029663,0.3002229928970337,18674286400,0.3839290142059326,0.2918036878108978
1995-12-01,0.358258992433548,0.24553599953651428,0.23981599509716034,21512556800,0.3392859995365143,0.21113713085651398
1996-03-01,0.2578130066394806,0.23325900733470917,0.20535700023174286,9817729600,0.2466520071029663,0.20058012008666992
1996-06-01,0.23214299976825714,0.21651799976825714,0.14285700023174286,12664803200,0.2310270071029663,0.18618445098400116
1996-09-01,0.24776799976825714,0.2154020071029663,0.18080399930477142,11611891200,0.2154020071029663,0.18522480130195618
1996-12-01,0.22767899930477142,0.14508900046348572,0.13504500687122345,17794392000,0.2154020071029663,0.12476242333650589
1997-03-01,0.17745499312877655,0.1484380066394806,0.14174099266529083,10604675200,0.14732100069522858,0.12764230370521545
1997-06-01,0.26395100355148315,0.19419600069522858,0.11383900046348572,27030382400,0.15178599953651428,0.16698966920375824
1997-09-01,0.22098200023174286,0.15848200023174286,0.14174099266529083,15583601600,0.19642899930477142,0.13627909123897552
1997-12-01,0.21317000687122345,0.2109380066394806,0.11383900046348572,22663536000,0.15792399644851685,0.18138620257377625
1998-03-01,0.282366007566452,0.2377229928970337,0.19307999312877655,25511203200,0.2103790044784546,0.20441865921020508
1998-06-01,0.390625,0.27845999598503113,0.22879500687122345,28058374400,0.23660700023174286,0.23944854736328125
1998-09-01,0.36886200308799744,0.2851560115814209,0.2544640004634857,31134768000,0.280133992433548,0.24520647525787354
1998-12-01,0.4224329888820648,0.31082600355148315,0.282366007566452,36168025600,0.2857140004634857,0.2672801911830902
1999-03-01,0.4464290142059326,0.39341500401496887,0.2857140004634857,34749870400,0.31082600355148315,0.33829864859580994
1999-06-01,0.5881699919700623,0.5825889706611633,0.3755579888820648,27629806400,0.4017859995365143,0.5009698271751404
1999-09-01,0.9263389706611633,0.8738840222358704,0.5128350257873535,42060894400,0.5982139706611633,0.7514552474021912
1999-12-01,1.0848209857940674,1.0234379768371582,0.7723209857940674,29293174400,0.9017860293388367,0.880057156085968
2000-03-01,1.3426339626312256,0.75,0.7299110293388367,27168512000,1.058593988418579,0.6449272036552429
2000-06-01,1.098214030265808,1.088170051574707,0.7176340222358704,19488061600,0.7299110293388367,0.9357205629348755
2000-09-01,1.145089030265808,0.29464301466941833,0.2879459857940674,44911092800,1.0948660373687744,0.25336429476737976
2000-12-01,0.4017859995365143,0.32589301466941833,0.24330399930477142,29592197600,0.3035709857940674,0.28023630380630493
2001-03-01,0.48428601026535034,0.35624998807907104,0.30691999197006226,29426488000,0.31808000802993774,0.3063404858112335
2001-06-01,0.45035699009895325,0.33125001192092896,0.3085710108280182,21422727200,0.35946398973464966,0.284842848777771
2001-09-01,0.38482099771499634,0.3803569972515106,0.26214298605918884,18445515200,0.33035698533058167,0.32707008719444275
2001-12-01,0.4639289975166321,0.38749998807907104,0.35874998569488525,20982640000,0.3760710060596466,0.33321237564086914
2002-03-01,0.4673210084438324,0.41607099771499634,0.38964301347732544,17717576800,0.39160698652267456,0.3577806055545807
2002-06-01,0.41874998807907104,0.26339301466941833,0.24642899632453918,21978118400,0.4176790118217468,0.22649237513542175
2002-09-01,0.310357004404068,0.2767859995365143,0.23857100307941437,16434992000,0.25874999165534973,0.23800908029079437
2002-12-01,0.2874999940395355,0.26803600788116455,0.24214300513267517,14690575200,0.2839289903640747,0.2304850071668625
2003-03-01,0.339464008808136,0.3205359876155853,0.22714300453662872,22615292000,0.26803600788116455,0.27562981843948364
2003-06-01,0.4080359935760498,0.4037500023841858,0.29696398973464966,15639170400,0.32321399450302124,0.34718579053878784
2003-09-01,0.44660699367523193,0.3733929991722107,0.35446399450302124,17361780800,0.4046429991722107,0.3210816979408264
2003-12-01,0.443571001291275,0.42714300751686096,0.34375,18303706400,0.3757140040397644,0.36730146408081055
2004-03-01,0.5282139778137207,0.5010709762573242,0.42142900824546814,25860564800,0.4303570091724396,0.4308723509311676
2004-06-01,0.6282140016555786,0.6158930063247681,0.4930360019207001,25935179200,0.4962500035762787,0.5296081900596619
2004-09-01,1.2423210144042969,1.1973210573196411,0.6105359792709351,41207476800,0.612500011920929,1.029579997062683
2004-12-01,1.6228569746017456,1.6021430492401123,1.100000023841858,63105806400,1.210536003112793,1.3776869773864746
2005-03-01,1.611070990562439,1.4199999570846558,1.1825000047683716,46909732800,1.6067860126495361,1.2210620641708374
2005-06-01,1.7260710000991821,1.6746430397033691,1.2685710191726685,30822248800,1.4246430397033691,1.4400300979614258
2005-09-01,2.5382139682769775,2.42214298248291,1.646070957183838,44447645200,1.6785709857940674,2.082807779312134
2005-12-01,3.085714101791382,2.446070909500122,2.246428966522217,53703232800,2.4625000953674316,2.1033833026885986
2006-03-01,2.635714054107666,2.134643077850342,2.059643030166626,58920694000,2.458570957183838,1.8355857133865356
2006-06-01,2.5,2.4232139587402344,1.791429042816162,53304011600,2.137500047683716,2.083728313446045
2006-09-01,3.3271429538726807,3.273571014404297,2.42214298248291,45944399200,2.445713996887207,2.8149526119232178
2006-12-01,3.492856979370117,3.0217859745025635,2.741786003112793,57822928800,3.2785708904266357,2.5984418392181396
2007-03-01,4.363214015960693,4.328214168548584,2.9910709857940674,46743452000,3.001070976257324,3.7218432426452637
2007-06-01,5.318571090698242,4.945713996887207,3.98642897605896,71658913200,4.324999809265137,4.252834796905518
2007-09-01,6.881429195404053,6.507856845855713,4.642857074737549,70408805600,4.997857093811035,5.596125602722168
2007-12-01,7.248570919036865,4.465000152587891,4.122857093811035,77292521600,6.494999885559082,3.8394665718078613
2008-03-01,6.865714073181152,6.7410712242126465,4.214285850524902,64302470400,4.444285869598389,5.796666622161865
2008-06-01,6.783928871154785,6.054643154144287,5.233213901519775,52311310800,6.735713958740234,5.206404209136963
2008-09-01,6.1964287757873535,3.309643030166626,2.8264288902282715,89113735200,6.1571431159973145,2.8459718227386475
2008-12-01,3.700000047683716,3.189642906188965,2.7928569316864014,52187038400,3.260714054107666,2.742783546447754
2009-03-01,4.853570938110352,4.8503570556640625,2.940356969833374,36703422000,3.1471428871154785,4.170836448669434
2009-06-01,6.1603569984436035,6.007500171661377,4.74571418762207,31782833600,4.873929023742676,5.165865898132324
2009-09-01,7.4539289474487305,7.13964319229126,5.8610711097717285,31400280800,5.999642848968506,6.139399528503418
2009-12-01,7.699643135070801,7.307857036590576,6.7385711669921875,37339033200,7.2228569984436035,6.2840471267700195
2010-03-01,9.730713844299316,9.174285888671875,7.1160712242126465,42603957200,7.348214149475098,7.888996124267578
2010-06-01,9.964642524719238,8.682143211364746,8.412857055664062,41910078000,9.274642944335938,7.465800762176514
2010-09-01,11.475000381469727,11.112500190734863,8.795714378356934,33592582800,8.838213920593262,9.555671691894531
2010-12-01,13.032142639160156,12.614643096923828,11.246070861816406,27110720000,11.259642601013184,10.847367286682129
2011-03-01,12.916786193847656,12.422499656677246,11.434286117553711,27472348400,12.695357322692871,10.682141304016113
2011-06-01,14.446429252624512,13.743928909301758,11.089285850524902,36060396400,12.459643363952637,11.818443298339844
2011-09-01,15.239286422729492,13.649999618530273,12.651429176330566,34082577200,13.77928638458252,11.737672805786133
2011-12-01,19.5575008392334,19.37285614013672,13.488571166992188,24534941200,13.662142753601074,16.658775329589844
2012-03-01,23.0,20.633214950561523,18.43642807006836,42289674000,19.577499389648438,17.74256134033203
2012-06-01,24.31678581237793,23.75857162475586,19.58928680419922,25041682400,20.3271427154541,20.4300594329834
2012-09-01,25.18107032775879,20.902856826782227,18.0625,34271686400,23.777143478393555,18.051605224609375
2012-12-01,21.2353572845459,15.764286041259766,15.535714149475098,34600210400,21.201786041259766,13.67613697052002
2013-03-01,16.7839298248291,16.061786651611328,13.753570556640625,29587896800,15.64285659790039,14.015440940856934
2013-06-01,18.347856521606445,17.400714874267578,13.888214111328125,21614989200,16.09749984741211,15.284286499023438
2013-09-01,19.940357208251953,19.859643936157227,15.972143173217773,21693828800,17.610713958740234,17.55931282043457
2013-12-01,20.540714263916016,18.794286727905273,17.626785278320312,21703718400,19.928571701049805,16.714380264282227
2014-03-01,23.006071090698242,22.60714340209961,18.26178550720215,17172428000,18.693571090698242,20.225624084472656
2014-06-01,25.725000381469727,25.625,22.23214340209961,12716391200,22.641429901123047,23.053619384765625
2014-09-01,29.9375,29.732500076293945,23.795000076293945,14828433600,25.764999389648438,26.88199234008789
2014-12-01,33.400001525878906,32.1150016784668,26.157499313354492,14061572800,29.702499389648438,29.1619873046875
2015-03-01,33.6349983215332,32.56999969482422,30.407499313354492,12355718800,32.3125,29.691864013671875
2015-06-01,33.24250030517578,28.190000534057617,23.0,14174825600,32.56999969482422,25.80626678466797
2015-09-01,30.954999923706055,29.575000762939453,26.827499389648438,12278800000,27.537500381469727,27.196701049804688
2015-12-01,29.96500015258789,24.172500610351562,23.09749984741211,12018503200,29.6875,22.32379722595215
2016-03-01,28.09749984741211,24.96500015258789,22.36750030517578,10076419200,24.412500381469727,23.180789947509766
2016-06-01,27.5575008392334,26.524999618530273,22.875,8381623200,24.7549991607666,24.779258728027344
2016-09-01,29.672500610351562,27.6299991607666,25.63249969482422,9505939600,26.53499984741211,25.951356887817383
2016-12-01,34.369998931884766,34.247501373291016,27.0625,6987449200,27.592500686645508,32.331974029541016
2017-03-01,39.162498474121094,38.189998626708984,34.26250076293945,6355657200,34.47249984741211,36.21027374267578
2017-06-01,41.130001068115234,41.0,35.54999923706055,7069036000,38.29249954223633,39.035057067871094
2017-09-01,44.060001373291016,42.962501525878906,37.290000915527344,7141315200,41.20000076293945,41.06413269042969
2017-12-01,45.154998779296875,44.529998779296875,37.560001373291016,8475030000,42.48749923706055,42.715370178222656
2018-03-01,47.592498779296875,46.717498779296875,40.157501220703125,8003433200,44.6349983215332,44.99644470214844
2018-06-01,57.217498779296875,56.907501220703125,45.182498931884766,6486539200,46.997501373291016,55.02241134643555
2018-09-01,58.36750030517578,44.64500045776367,42.564998626708984,9720187600,57.102500915527344,43.3175048828125
2018-12-01,46.23500061035156,43.287498474121094,35.5,8798202000,46.1150016784668,42.14691162109375
2019-03-01,53.82749938964844,43.76750183105469,42.375,7586222800,43.56999969482422,42.79703140258789
2019-06-01,55.342498779296875,52.185001373291016,42.567501068115234,6680608000,43.900001525878906,51.224395751953125
2019-09-01,67.0,66.8125,51.05500030517578,6396805200,51.60749816894531,65.83179473876953
2019-12-01,81.9625015258789,68.33999633789062,64.07250213623047,8342444400,66.81749725341797,67.53905487060547
2020-03-01,81.05999755859375,79.48500061035156,53.15250015258789,12351307600,70.56999969482422,78.7398681640625
2020-06-01,131.0,129.0399932861328,79.30249786376953,10333719900,79.4375,128.17633056640625
2020-09-01,137.97999572753906,119.05000305175781,103.0999984741211,8902988900,132.75999450683594,118.4664077758789
2020-12-01,145.08999633789062,121.26000213623047,118.38999938964844,6396307200,121.01000213623047,120.8737564086914
2021-03-01,137.07000732421875,124.61000061035156,116.20999908447266,6251892200,123.75,124.39869689941406
2021-06-01,128.4600067138672,127.3499984741211,123.12999725341797,605173500,125.08000183105469,127.3499984741211
2021-06-14,130.49000549316406,130.47999572753906,127.06999969482422,96906490,127.81999969482422,130.47999572753906
